Date,Open,High,Low,Close,Adj Close,Volume,Stock 
2023-10-02,127.279999,130.470001,126.540001,129.460007,129.460007,48029700,AMZN
2023-10-03,128.059998,128.520004,124.25,124.720001,124.720001,51565000,AMZN
2023-10-04,126.059998,127.360001,125.68,127,127,44203900,AMZN
2023-10-05,126.709999,126.730003,124.330002,125.959999,125.959999,39660600,AMZN
2023-10-06,124.160004,128.449997,124.129997,127.959999,127.959999,46795900,AMZN
2023-10-09,126.220001,128.789993,124.760002,128.259995,128.259995,38773700,AMZN
2023-10-10,128.820007,130.740005,128.050003,129.479996,129.479996,42178600,AMZN
2023-10-11,129.740005,132.050003,129.610001,131.830002,131.830002,40741800,AMZN
2023-10-12,132.169998,134.479996,131.229996,132.330002,132.330002,55528600,AMZN
2023-10-13,132.979996,133.309998,128.949997,129.789993,129.789993,45786600,AMZN
2023-10-16,130.690002,133.070007,130.429993,132.550003,132.550003,42832900,AMZN
2023-10-17,130.389999,132.580002,128.710007,131.470001,131.470001,49344600,AMZN
2023-10-18,129.899994,130.669998,127.510002,128.130005,128.130005,42699500,AMZN
2023-10-19,130.570007,132.240005,127.470001,128.399994,128.399994,60961400,AMZN
2023-10-20,128.050003,128.169998,124.970001,125.169998,125.169998,56343300,AMZN
2023-10-23,124.629997,127.879997,123.980003,126.559998,126.559998,48260000,AMZN
2023-10-24,127.739998,128.800003,126.339996,128.559998,128.559998,46477400,AMZN
2023-10-25,126.040001,126.339996,120.790001,121.389999,121.389999,74577500,AMZN
2023-10-26,120.629997,121.639999,118.349998,119.57,119.57,100419500,AMZN
2023-10-27,126.199997,130.020004,125.519997,127.739998,127.739998,125309300,AMZN
2023-10-30,129.720001,133,128.559998,132.710007,132.710007,72485500,AMZN
2023-10-31,132.75,133.570007,131.710007,133.089996,133.089996,51589400,AMZN
2023-10-02,440.299988,451.75,438.609985,447.820007,447.820007,43329800,NVDA 
2023-10-03,448.079987,451.299988,432.459991,435.170013,435.170013,47085000,NVDA 
2023-10-04,437.420013,441.429993,432.920013,440.410004,440.410004,36182100,NVDA 
2023-10-05,440.5,449,438.880005,446.880005,446.880005,39348300,NVDA 
2023-10-06,441.929993,457.890015,440.26001,457.619995,457.619995,43339700,NVDA 
2023-10-09,448.420013,456.049988,443.679993,452.730011,452.730011,40967500,NVDA 
2023-10-10,453.100006,462.589996,450.880005,457.980011,457.980011,36858200,NVDA 
2023-10-11,461.959991,468.589996,460.5,468.059998,468.059998,37813700,NVDA 
2023-10-12,467.769989,476.089996,463.299988,469.450012,469.450012,48132500,NVDA 
2023-10-13,469.600006,471.160004,452.799988,454.609985,454.609985,47411500,NVDA 
2023-10-16,450.630005,462.25,449.119995,460.950012,460.950012,37509900,NVDA 
2023-10-17,440,447.540009,424.799988,439.380005,439.380005,81233300,NVDA 
2023-10-18,425.910004,432.190002,418.25,421.959991,421.959991,62729400,NVDA 
2023-10-19,428.109985,432.970001,418.820007,421.01001,421.01001,50123300,NVDA 
2023-10-20,418.899994,424.700012,410.779999,413.869995,413.869995,47638100,NVDA 
2023-10-23,412.290009,432.480011,409.450012,429.75,429.75,47853000,NVDA 
2023-10-24,430.769989,436.970001,426.910004,436.630005,436.630005,40146300,NVDA 
2023-10-25,433.980011,436.5,415.549988,417.790009,417.790009,39837900,NVDA 
2023-10-26,418.529999,422.559998,398.799988,403.26001,403.26001,54100100,NVDA
2023-10-27,411.299988,412.059998,400.149994,405,405,41678400,NVDA
2023-10-30,410.869995,417.660004,404.809998,411.609985,411.609985,38802800,NVDA
2023-10-31,404.5,408.790009,392.299988,407.799988,407.799988,51796900,NVDA
2023-10-02,155.419998,155.419998,153.320007,155.149994,155.149994,7259700,JNJ
2023-10-03,154.679993,155.5,153.889999,155.339996,155.339996,5740800,JNJ
2023-10-04,155.570007,155.929993,154.570007,155.520004,155.520004,4955200,JNJ
2023-10-05,156.270004,158.039993,156.070007,157.139999,157.139999,5993300,JNJ
2023-10-06,157.080002,158.300003,156.589996,157.639999,157.639999,5801100,JNJ
2023-10-09,157.179993,158.880005,157.089996,158.539993,158.539993,4414100,JNJ
2023-10-10,158.380005,159.270004,157.899994,158.360001,158.360001,5273500,JNJ
2023-10-11,158.460007,159.050003,156.039993,156.179993,156.179993,6922900,JNJ
2023-10-12,155.919998,156.559998,155.070007,156.330002,156.330002,5792400,JNJ
2023-10-13,156.729996,157.360001,156.050003,156.850006,156.850006,5359800,JNJ
2023-10-16,157.820007,158.25,156.839996,157.529999,157.529999,6408100,JNJ
2023-10-17,155.979996,158.949997,154.610001,156.089996,156.089996,12244400,JNJ
2023-10-18,155.410004,155.949997,152.050003,152.729996,152.729996,9097300,JNJ
2023-10-19,151.669998,153.110001,150.149994,152.320007,152.320007,7733800,JNJ
2023-10-20,152.740005,153.869995,152.330002,153,153,7206600,JNJ
2023-10-23,152.860001,153.5,151.210007,151.389999,151.389999,5874000,JNJ
2023-10-24,150.75,151.960007,150.130005,151.229996,151.229996,6155300,JNJ
2023-10-25,151.240005,152.169998,150.229996,151.570007,151.570007,5880800,JNJ
2023-10-26,151.970001,151.970001,148.880005,149,149,7612500,JNJ
2023-10-27,148.490005,148.660004,144.949997,145.600006,145.600006,11385800,JNJ
2023-10-30,146.089996,147.240005,146,147.029999,147.029999,8205300,JNJ
2023-10-02,300.519989,303.450012,298.459991,299.829987,299.829987,2806800,HD
2023-10-03,297.910004,298.299988,290.070007,291.940002,291.940002,3609200,HD
2023-10-04,293.359985,294.209991,290.359985,292.390015,292.390015,2956300,HD
2023-10-05,292,292.670013,290.23999,291.700012,291.700012,2469300,HD
2023-10-06,290.76001,294.540009,287.390015,292.820007,292.820007,2922000,HD
2023-10-09,290.299988,295.529999,289.679993,295.359985,295.359985,1929900,HD
2023-10-10,296.690002,300.670013,295.170013,299.220001,299.220001,3116300,HD
2023-10-11,299.73999,300.850006,295.899994,298.049988,298.049988,2292800,HD
2023-10-12,297.700012,297.700012,290.769989,293.019989,293.019989,2546400,HD
2023-10-13,292.940002,294.730011,290.890015,291.920013,291.920013,2092700,HD
2023-10-16,294.429993,298.369995,293.579987,297.329987,297.329987,2567000,HD
2023-10-17,296.690002,298.359985,294.5,295.940002,295.940002,2139700,HD
2023-10-18,293,293.329987,289.579987,290.23999,290.23999,2720100,HD
2023-10-19,291,291.339996,286.420013,286.769989,286.769989,3028600,HD
2023-10-20,285.859985,287.179993,283.609985,286.410004,286.410004,2884000,HD
2023-10-23,285.820007,288.25,284.329987,285.070007,285.070007,2590900,HD
2023-10-24,286.73999,287.910004,282.029999,283.309998,283.309998,2705200,HD
2023-10-25,281.75,283.230011,279.200012,280.929993,280.929993,2962800,HD
2023-10-26,280.529999,283.23999,277.75,278,278,3108200,HD
2023-10-27,278.980011,279.670013,274.26001,276.459991,276.459991,2907300,HD
2023-10-30,277.470001,282.320007,276.959991,281.480011,281.480011,3074400,HD
2023-10-31,282.589996,285.399994,281.619995,284.690002,284.690002,3036000,HD