,stock,date,neg,neu,pos,compound,open,high,low,close,adj close,volume
0,AAPL,2023-10-01,0.0605,0.8815,0.0575,-0.4582,171.220001,174.300003,170.929993,173.75,173.521393,52164500.0
1,AAPL,2023-10-02,0.041,0.893,0.066,0.2672,171.220001,174.300003,170.929993,173.75,173.521393,52164500.0
2,AAPL,2023-10-03,0.0215,0.908,0.0705,0.9749,172.259995,173.630005,170.820007,172.399994,172.173172,49594600.0
3,AAPL,2023-10-04,0.017,0.883,0.1,0.9827,171.089996,174.210007,170.970001,173.660004,173.431519,53020300.0
4,AAPL,2023-10-05,0.018,0.8855,0.0965,0.9552,173.789993,175.449997,172.679993,174.910004,174.679871,48527900.0
5,AAPL,2023-10-06,0.0365,0.819,0.144,0.9986,173.800003,177.990005,173.179993,177.490005,177.256485,57224100.0
6,AAPL,2023-10-07,0.016,0.848,0.136,0.9996,174.80333466666667,178.34333766666666,174.05332966666666,177.990005,177.75582366666666,52279666.66666666
7,AAPL,2023-10-08,0.014,0.8985,0.087,0.9927,175.80666633333334,178.69667033333334,174.92666633333334,178.490005,178.25516233333337,47335233.333333336
8,AAPL,2023-10-09,0.014,0.8705,0.1145,0.9926,176.809998,179.050003,175.800003,178.990005,178.754501,42390800.0
9,AAPL,2023-10-10,0.0475,0.843,0.109,0.409,178.100006,179.720001,177.949997,178.389999,178.155289,43698000.0
10,AAPL,2023-10-11,0.0775,0.862,0.0605,-0.4294,178.199997,179.850006,177.600006,179.800003,179.563431,47551100.0
11,AAPL,2023-10-12,0.048,0.8905,0.0615,0.5066,180.070007,182.339996,179.039993,180.710007,180.472244,56743100.0
12,AAPL,2023-10-13,0.048,0.8905,0.0615,0.5066,181.419998,181.929993,178.139999,178.850006,178.614685,51427100.0
13,AAPL,2023-10-14,0.0385,0.865,0.0965,0.9893,179.863332,180.979996,177.59666433333334,178.806671,178.571411,51790400.0
14,AAPL,2023-10-15,0.048,0.856,0.0955,0.9822,178.306666,180.029999,177.05332966666666,178.763336,178.528137,52153700.0
15,AAPL,2023-10-16,0.0925,0.8075,0.1,0.005,176.75,179.080002,176.509995,178.720001,178.484863,52517000.0
16,AAPL,2023-10-17,0.004,0.8905,0.1055,0.9975,176.649994,178.419998,174.800003,177.149994,176.916916,57549400.0
17,AAPL,2023-10-18,0.0385,0.857,0.105,0.2971,175.580002,177.580002,175.110001,175.839996,175.608643,54764400.0
18,AAPL,2023-10-19,0.025,0.848,0.127,0.9651,176.039993,177.839996,175.190002,175.460007,175.229156,59302900.0
19,AAPL,2023-10-20,0.025,0.848,0.127,0.9651,175.309998,175.419998,172.639999,172.880005,172.652542,64189300.0
20,AAPL,2023-10-21,0.0115,0.893,0.096,0.9934,173.84333333333333,174.949997,171.73666366666666,172.92000333333334,172.6924896666667,61452900.0
21,AAPL,2023-10-22,0.013,0.8565,0.131,0.9965,172.37666866666666,174.479996,170.83332833333333,172.96000166666667,172.73243733333334,58716500.0
22,AAPL,2023-10-23,0.02,0.857,0.1235,0.9929,170.910004,174.009995,169.929993,173.0,172.772385,55980100.0
23,AAPL,2023-10-24,0.0165,0.9205,0.063,0.9069,173.050003,173.669998,171.449997,173.440002,173.211807,43816600.0
24,AAPL,2023-10-25,0.0165,0.9205,0.063,0.9069,171.880005,173.059998,170.649994,171.100006,170.874893,57157000.0
25,ADBE,2023-10-01,0.026,0.8295,0.1445,0.9906,508.23999,522.409973,508.23999,521.130005,521.130005,2411500.0
26,ADBE,2023-10-02,0.0315,0.829,0.1395,0.9914,508.23999,522.409973,508.23999,521.130005,521.130005,2411500.0
27,ADBE,2023-10-03,0.0135,0.865,0.1215,0.9991,517.52002,520.48999,504.549988,507.029999,507.029999,2004100.0
28,ADBE,2023-10-04,0.0115,0.8865,0.102,0.9978,511.929993,519.76001,510.0,518.419983,518.419983,2027200.0
29,ADBE,2023-10-05,0.02,0.8705,0.1095,0.9974,519.840027,522.609985,509.23999,516.440002,516.440002,1818800.0
30,ADBE,2023-10-06,0.0235,0.836,0.1405,0.9988,513.219971,531.309998,509.519989,526.679993,526.679993,2523300.0
31,ADBE,2023-10-07,0.0125,0.8535,0.135,0.9994,516.1466473333334,530.873332,512.5966593333334,527.549988,527.549988,2253366.6666666665
32,ADBE,2023-10-08,0.0015,0.864,0.135,0.9989,519.0733236666666,530.436666,515.6733296666666,528.419983,528.419983,1983433.3333333333
33,ADBE,2023-10-09,0.041,0.77,0.1885,0.9719,522.0,530.0,518.75,529.289978,529.289978,1713500.0
34,ADBE,2023-10-10,0.041,0.77,0.1885,0.9719,530.909973,537.0,530.400024,532.719971,532.719971,2090900.0
35,ADBE,2023-10-11,0.033,0.8075,0.16,0.9954,538.590027,551.340027,536.109985,549.909973,549.909973,3307500.0
36,ADBE,2023-10-12,0.058,0.7935,0.1485,0.997,553.700012,574.400024,552.22998,559.630005,559.630005,4624000.0
37,ADBE,2023-10-13,0.036,0.815,0.149,0.9994,560.0,562.890015,546.98999,548.76001,548.76001,2832600.0
38,ADBE,2023-10-14,0.0085,0.8725,0.119,0.9996,557.7266643333334,560.4500123333333,546.5566606666667,549.4200033333333,549.4200033333333,2614966.6666666665
39,ADBE,2023-10-15,0.024,0.8415,0.1345,0.9991,555.4533286666666,558.0100096666666,546.1233313333333,550.0799966666667,550.0799966666667,2397333.333333333
40,ADBE,2023-10-16,0.029,0.8225,0.1485,0.999,553.179993,555.570007,545.690002,550.73999,550.73999,2179700.0
41,ADBE,2023-10-17,0.021,0.836,0.143,0.9997,545.409973,560.799988,543.340027,560.090027,560.090027,2355300.0
42,ADBE,2023-10-18,0.012,0.8155,0.172,0.9979,554.47998,568.179993,554.23999,557.869995,557.869995,2614500.0
43,ADBE,2023-10-19,0.016,0.795,0.189,0.9985,560.0,567.099976,553.469971,555.73999,555.73999,2809300.0
44,ADBE,2023-10-20,0.0235,0.829,0.148,0.9966,555.73999,555.97998,535.950012,540.960022,540.960022,2728100.0
45,ADBE,2023-10-21,0.0405,0.8365,0.1235,0.7831,549.0966593333334,553.3299963333333,534.300008,540.7766723333333,540.7766723333333,2542933.333333333
46,ADBE,2023-10-22,0.012,0.8705,0.1175,0.9984,542.4533286666666,550.6800126666667,532.650004,540.5933226666667,540.5933226666667,2357766.6666666665
47,ADBE,2023-10-23,0.012,0.863,0.125,0.9946,535.809998,548.030029,531.0,540.409973,540.409973,2172600.0
48,ADBE,2023-10-24,0.016,0.8615,0.122,0.994,544.640015,546.0,532.119995,539.559998,539.559998,2358100.0
49,ADBE,2023-10-25,0.013,0.7845,0.2025,0.9965,533.559998,534.460022,517.630005,521.140015,521.140015,2526000.0
50,ADBE,2023-10-26,0.013,0.7845,0.2025,0.9965,530.0,530.98999,511.679993,514.280029,514.280029,2876700.0
51,AMZN,2023-10-01,0.008,0.8528,0.1393,0.9914,127.279999,130.470001,126.540001,129.460007,129.460007,48029700.0
52,AMZN,2023-10-02,0.028,0.8427,0.1293,0.7126,127.279999,130.470001,126.540001,129.460007,129.460007,48029700.0
53,AMZN,2023-10-03,0.028,0.889,0.083,0.7063,128.059998,128.520004,124.25,124.720001,124.720001,51565000.0
54,AMZN,2023-10-04,0.0127,0.894,0.0935,0.9874,126.059998,127.360001,125.68,127.0,127.0,44203900.0
55,AMZN,2023-10-05,0.0155,0.8698,0.1155,0.9881,126.709999,126.730003,124.330002,125.959999,125.959999,39660600.0
56,AMZN,2023-10-06,0.0138,0.8343,0.1515,0.9775,124.160004,128.449997,124.129997,127.959999,127.959999,46795900.0
57,AMZN,2023-10-07,0.0275,0.8265,0.1465,0.9968,124.84666966666668,128.563329,124.33999866666667,128.05999766666667,128.05999766666667,44121833.333333336
58,AMZN,2023-10-08,0.0285,0.8185,0.1532,0.9988,125.53333533333333,128.676661,124.55000033333332,128.15999633333334,128.15999633333334,41447766.66666666
59,AMZN,2023-10-09,0.043,0.8095,0.1472,0.995,126.220001,128.789993,124.760002,128.259995,128.259995,38773700.0
60,AMZN,2023-10-10,0.034,0.8167,0.1495,0.9991,128.820007,130.740005,128.050003,129.479996,129.479996,42178600.0
61,AMZN,2023-10-11,0.034,0.8167,0.1495,0.9991,129.740005,132.050003,129.610001,131.830002,131.830002,40741800.0
62,AMZN,2023-10-12,0.014,0.8427,0.1435,0.7493,132.169998,134.479996,131.229996,132.330002,132.330002,55528600.0
63,AMZN,2023-10-13,0.0415,0.7708,0.188,0.9924,132.979996,133.309998,128.949997,129.789993,129.789993,45786600.0
64,AMZN,2023-10-14,0.0135,0.8488,0.1378,0.9994,132.21666466666667,133.23000100000002,129.443329,130.70999633333335,130.70999633333335,44802033.333333336
65,AMZN,2023-10-15,0.002,0.4325,0.0655,0.4965,131.45333333333332,133.150004,129.936661,131.62999966666666,131.62999966666666,43817466.66666666
66,AMZN,2023-10-16,0.0083,0.8635,0.1283,0.9943,130.690002,133.070007,130.429993,132.550003,132.550003,42832900.0
67,AMZN,2023-10-17,0.0063,0.8822,0.1115,0.8936,130.389999,132.580002,128.710007,131.470001,131.470001,49344600.0
68,AMZN,2023-10-18,0.0643,0.824,0.1123,0.0362,129.899994,130.669998,127.510002,128.130005,128.130005,42699500.0
69,AMZN,2023-10-19,0.053,0.7913,0.1557,0.5148,130.570007,132.240005,127.470001,128.399994,128.399994,60961400.0
70,AMZN,2023-10-20,0.0203,0.835,0.1442,0.9937,128.050003,128.169998,124.970001,125.169998,125.169998,56343300.0
71,AMZN,2023-10-21,0.062,0.8448,0.0935,0.9085,126.910001,128.073331,124.64000166666666,125.63333133333332,125.63333133333332,53648866.66666666
72,AMZN,2023-10-22,0.034,0.8532,0.1128,0.9333,125.769999,127.976664,124.31000233333332,126.09666466666668,126.09666466666668,50954433.333333336
73,AMZN,2023-10-23,0.0222,0.8185,0.1593,0.999,124.629997,127.879997,123.980003,126.559998,126.559998,48260000.0
74,AMZN,2023-10-24,0.0208,0.8143,0.165,0.9988,127.739998,128.800003,126.339996,128.559998,128.559998,46477400.0
75,AMZN,2023-10-25,0.0217,0.8297,0.1485,0.998,126.040001,126.339996,120.790001,121.389999,121.389999,74577500.0
76,AMZN,2023-10-26,0.019,0.8718,0.1092,0.9921,120.629997,121.639999,118.349998,119.57,119.57,100419500.0
77,BAC,2023-10-01,0.0485,0.833,0.119,0.9958,27.27,27.360001,26.58,26.700001,26.700001,50388600.0
78,BAC,2023-10-02,0.0485,0.833,0.119,0.9958,27.27,27.360001,26.58,26.700001,26.700001,50388600.0
79,BAC,2023-10-03,0.02,0.873,0.107,0.9932,26.49,26.52,25.82,25.91,25.91,62144500.0
80,BAC,2023-10-04,0.02,0.873,0.107,0.9932,25.879999,26.01,25.58,25.940001,25.940001,55696400.0
81,BAC,2023-10-05,0.1065,0.81,0.0835,-0.3283,25.780001,26.09,25.559999,26.059999,26.059999,49044100.0
82,BAC,2023-10-06,0.1065,0.81,0.0835,-0.3283,25.77,26.23,25.469999,26.07,26.07,58120700.0
83,BAC,2023-10-07,0.0465,0.826,0.1275,0.8044,25.766666666666666,26.273333666666662,25.553332333333334,26.149999666666663,26.149999666666663,52065033.333333336
84,BAC,2023-10-08,0.0715,0.8555,0.073,-0.1666,25.76333333333333,26.31666733333333,25.63666566666667,26.22999933333333,26.22999933333333,46009366.66666666
85,BAC,2023-10-09,0.0245,0.84,0.135,0.9978,25.76,26.360001,25.719999,26.309999,26.309999,39953700.0
86,BAC,2023-10-10,0.0265,0.8715,0.101,0.9943,26.610001,27.299999,26.57,27.01,27.01,51960100.0
87,BAC,2023-10-11,0.023,0.8735,0.103,0.9921,27.17,27.440001,26.9,27.02,27.02,38508200.0
88,BAC,2023-10-12,0.042,0.8205,0.138,0.9952,26.969999,27.08,26.610001,26.9,26.9,44249800.0
89,BAC,2023-10-13,0.043,0.8715,0.086,0.9206,27.43,27.719999,26.52,26.76,26.76,55089700.0
90,BAC,2023-10-14,0.0445,0.889,0.0665,0.9137,27.34,27.53999933333333,26.60333333333333,26.836666666666662,26.836666666666662,55665633.333333336
91,BAC,2023-10-15,0.041,0.833,0.126,0.991,27.25,27.359999666666667,26.686666666666667,26.91333333333333,26.91333333333333,56241566.66666666
92,BAC,2023-10-16,0.023,0.8825,0.0955,0.9866,27.16,27.18,26.77,26.99,26.99,56817500.0
93,BAC,2023-10-17,0.023,0.8825,0.0955,0.9866,27.049999,27.870001,26.719999,27.620001,27.620001,95344200.0
94,BAC,2023-10-18,0.0385,0.8455,0.1155,0.9911,27.540001,28.040001,27.209999,27.309999,27.309999,68371100.0
95,BAC,2023-10-19,0.0345,0.876,0.0895,0.1804,27.25,27.780001,26.879999,26.959999,26.959999,58611000.0
96,BAC,2023-10-20,0.0315,0.8695,0.099,0.977,26.799999,26.940001,26.24,26.309999,26.309999,62029800.0
97,BAC,2023-10-21,0.0315,0.885,0.0835,0.9777,26.576665666666667,26.696667,26.0,26.063332666666668,26.063332666666668,61305600.0
98,BAC,2023-10-22,0.029,0.8785,0.093,0.6241,26.35333233333333,26.453333,25.76,25.81666633333333,25.81666633333333,60581400.0
99,BAC,2023-10-23,0.0275,0.8515,0.1215,0.9979,26.129999,26.209999,25.52,25.57,25.57,59857200.0
100,BAC,2023-10-24,0.0515,0.827,0.122,0.9858,25.74,25.870001,25.4,25.469999,25.469999,55975700.0
101,BAC,2023-10-25,0.0515,0.8555,0.093,0.9647,25.379999,25.65,25.18,25.549999,25.549999,45522400.0
102,BAC,2023-10-26,0.054,0.8985,0.048,0.0154,25.49,26.360001,25.440001,26.120001,26.120001,60921000.0
103,DIS,2023-10-01,0.037,0.851,0.1115,0.9919,80.919998,81.769997,80.790001,81.669998,81.669998,9128100.0
104,DIS,2023-10-02,0.0065,0.93,0.0635,0.6547,80.919998,81.769997,80.790001,81.669998,81.669998,9128100.0
105,DIS,2023-10-03,0.015,0.9505,0.0345,0.2957,81.25,81.889999,79.459999,79.540001,79.540001,12586200.0
106,DIS,2023-10-04,0.021,0.843,0.136,0.9995,79.610001,79.790001,78.730003,79.32,79.32,12010500.0
107,DIS,2023-10-05,0.0255,0.846,0.1285,0.995,79.099998,80.940002,78.879997,80.809998,80.809998,15466600.0
108,DIS,2023-10-06,0.0615,0.87,0.068,0.2686,81.050003,83.529999,80.489998,82.940002,82.940002,15375100.0
109,DIS,2023-10-08,0.0475,0.83,0.122,0.9671,82.675003,84.204998,81.80999750000001,83.8199995,83.8199995,14489750.0
110,DIS,2023-10-09,0.0475,0.83,0.122,0.9671,84.300003,84.879997,83.129997,84.699997,84.699997,13604400.0
111,DIS,2023-10-10,0.0275,0.8635,0.109,0.9925,84.790001,85.290001,83.93,84.989998,84.989998,9450600.0
112,DIS,2023-10-11,0.0595,0.8615,0.079,0.6067,85.370003,85.720001,84.260002,84.849998,84.849998,9499200.0
113,DIS,2023-10-12,0.0595,0.8615,0.079,0.6067,84.830002,85.07,83.510002,84.349998,84.349998,9554900.0
114,DIS,2023-10-13,0.064,0.8605,0.0745,0.2014,83.940002,84.580002,83.379997,84.349998,84.349998,10808000.0
115,DIS,2023-10-14,0.025,0.89,0.086,0.9847,84.063334,85.03000133333333,83.68999733333334,84.80333166666667,84.80333166666667,10630366.666666666
116,DIS,2023-10-15,0.0045,0.443,0.053,0.4968,84.186666,85.48000066666667,83.99999766666666,85.25666533333333,85.25666533333333,10452733.333333334
117,DIS,2023-10-16,0.029,0.864,0.1075,0.9939,84.309998,85.93,84.309998,85.709999,85.709999,10275100.0
118,DIS,2023-10-17,0.0495,0.862,0.088,0.8096,85.349998,86.290001,85.309998,86.199997,86.199997,9985700.0
119,DIS,2023-10-18,0.043,0.8655,0.091,0.9505,85.690002,86.260002,84.599998,84.68,84.68,10047000.0
120,DIS,2023-10-19,0.043,0.8655,0.091,0.9505,85.260002,85.269997,83.169998,83.25,83.25,14316800.0
121,DIS,2023-10-20,0.0915,0.8285,0.08,-0.4434,82.900002,83.440002,82.610001,82.650002,82.650002,10425200.0
122,DIS,2023-10-21,0.013,0.866,0.121,0.9988,82.62666866666666,83.63666766666667,82.04333533333333,82.80000066666666,82.80000066666666,10540966.666666666
123,DIS,2023-10-22,0.019,0.886,0.095,0.9821,82.35333533333333,83.83333333333334,81.47666966666667,82.94999933333334,82.94999933333334,10656733.333333334
124,DIS,2023-10-23,0.019,0.886,0.095,0.9821,82.080002,84.029999,80.910004,83.099998,83.099998,10772500.0
125,DIS,2023-10-24,0.0525,0.8485,0.1,0.3006,83.410004,84.199997,81.739998,82.559998,82.559998,11499500.0
126,DIS,2023-10-25,0.0525,0.8485,0.1,0.3006,82.129997,82.550003,80.519997,80.589996,80.589996,9372500.0
127,DIS,2023-10-26,0.049,0.884,0.0675,0.0301,80.080002,80.610001,79.419998,79.779999,79.779999,11651000.0
128,FB,2023-10-01,0.0485,0.8355,0.1165,0.8927,302.73999,307.179993,301.630005,306.820007,306.820007,16265600.0
129,FB,2023-10-02,0.033,0.9133,0.0541,0.6604,302.73999,307.179993,301.630005,306.820007,306.820007,16265600.0
130,FB,2023-10-03,0.0333,0.9124,0.0542,0.641,304.26001,306.769989,299.640015,300.940002,300.940002,17362300.0
131,FB,2023-10-04,0.0413,0.8846,0.074,0.2661,298.730011,306.899994,298.5,305.579987,305.579987,16880500.0
132,FB,2023-10-05,0.042,0.5847,0.0403,-0.0606,304.630005,306.209991,299.5,304.790009,304.790009,19130000.0
133,FB,2023-10-06,0.025,0.4495,0.0255,0.3243,301.440002,316.309998,300.910004,315.429993,315.429993,21784000.0
134,FB,2023-10-07,0.067,0.824,0.109,0.9761,305.126668,317.6499943333333,304.54667166666667,316.406657,316.406657,22023900.0
135,FB,2023-10-08,0.012,0.8905,0.0972,0.988,308.813334,318.9899906666667,308.1833393333333,317.383321,317.383321,22263800.0
136,FB,2023-10-09,0.0077,0.895,0.097,0.9865,312.5,320.329987,311.820007,318.359985,318.359985,22503700.0
137,FB,2023-10-10,0.0503,0.543,0.0733,0.4318,319.119995,324.660004,318.160004,321.839996,321.839996,19038000.0
138,FB,2023-10-11,0.087,0.8385,0.074,-0.015,323.01001,328.839996,322.950012,327.820007,327.820007,22036300.0
139,FB,2023-10-12,0.0977,0.8316,0.0703,-0.3289,328.0,330.540009,322.690002,324.160004,324.160004,20530500.0
140,FB,2023-10-13,0.065,0.8443,0.091,0.2808,323.529999,325.049988,312.369995,314.690002,314.690002,21341000.0
141,FB,2023-10-14,0.0565,0.383,0.0605,0.43375,321.9000043333333,323.97332766666665,313.41999300000003,316.84333266666664,316.84333266666664,19739366.666666668
142,FB,2023-10-15,0.0695,0.832,0.0985,0.0219,320.2700096666667,322.8966673333333,314.469991,318.99666333333334,318.99666333333334,18137733.33333333
143,FB,2023-10-16,0.0695,0.832,0.0985,0.0219,318.640015,321.820007,315.519989,321.149994,321.149994,16536100.0
144,FB,2023-10-17,0.0098,0.8875,0.1028,0.8833,318.179993,324.399994,317.299988,324.0,324.0,16387800.0
145,FB,2023-10-18,0.0252,0.8861,0.089,0.5575,321.390015,325.940002,315.559998,316.970001,316.970001,16851000.0
146,FB,2023-10-19,0.042,0.6362,0.0721,0.1854,319.880005,321.890015,311.75,312.809998,312.809998,18709200.0
147,FB,2023-10-20,0.0603,0.8366,0.103,0.6585,314.140015,315.299988,306.470001,308.649994,308.649994,22287400.0
148,FB,2023-10-21,0.0807,0.8123,0.107,0.9631,312.59334333333334,315.98665366666665,306.73333733333334,310.436666,310.436666,20790533.33333333
149,FB,2023-10-22,0.0538,0.8195,0.1267,0.9899,311.04667166666667,316.6733193333333,306.9966736666667,312.223338,312.223338,19293666.666666668
150,FB,2023-10-23,0.0745,0.625,0.0505,-0.6584,309.5,317.359985,307.26001,314.01001,314.01001,17796800.0
151,FB,2023-10-24,0.0533,0.8546,0.0925,0.5599,316.779999,318.350006,310.630005,312.549988,312.549988,19525500.0
152,FB,2023-10-25,0.0278,0.9016,0.071,0.7388,310.0,310.880005,298.839996,299.529999,299.529999,42192500.0
153,GOOGL,2023-10-01,0.0563,0.8402,0.103,0.4812,131.210007,134.419998,131.169998,134.169998,134.169998,22288000.0
154,GOOGL,2023-10-02,0.0265,0.8585,0.115,0.9748,131.210007,134.419998,131.169998,134.169998,134.169998,22288000.0
155,GOOGL,2023-10-03,0.0235,0.8798,0.0968,0.9669,133.940002,134.259995,131.839996,132.429993,132.429993,22989400.0
156,GOOGL,2023-10-04,0.0515,0.8654,0.083,0.7261,132.789993,135.570007,132.529999,135.240005,135.240005,26752300.0
157,GOOGL,2023-10-05,0.06,0.8518,0.0878,0.7311,135.070007,135.490005,133.449997,135.070007,135.070007,19832600.0
158,GOOGL,2023-10-06,0.0523,0.6277,0.07,0.2445,134.009995,138.160004,134.009995,137.580002,137.580002,27583200.0
159,GOOGL,2023-10-07,0.0115,0.6298,0.109,0.7497,134.986664,138.4200033333333,134.54333033333333,137.86000066666668,137.86000066666668,24814833.33333333
160,GOOGL,2023-10-08,0.0148,0.8641,0.1212,0.9943,135.963333,138.68000266666667,135.07666566666668,138.13999933333332,138.13999933333332,22046466.666666668
161,GOOGL,2023-10-09,0.0212,0.8617,0.1172,0.9954,136.940002,138.940002,135.610001,138.419998,138.419998,19278100.0
162,GOOGL,2023-10-10,0.0152,0.6502,0.0848,0.7382,138.5,139.720001,137.330002,138.059998,138.059998,27786600.0
163,GOOGL,2023-10-11,0.0282,0.8922,0.0795,0.2137,138.580002,141.110001,138.580002,140.550003,140.550003,25884300.0
164,GOOGL,2023-10-12,0.0491,0.8772,0.0738,0.185,141.050003,141.220001,138.259995,138.970001,138.970001,24765500.0
165,GOOGL,2023-10-13,0.0137,0.4168,0.0695,0.4997,139.380005,140.0,136.619995,137.360001,137.360001,23420500.0
